,Doc Title,Len_char,Len_word,Output,Sent
4340,WCEL_climate_change_FINAL,195.0,30.0,['supply create concern'],"

Climate change impacts that lead to reductions in water 
supply may create greater concern about industrial 
effluent or other waste discharges, or about the rate of 
local consumption of water"
4345,WCEL_climate_change_FINAL,312.0,43.0,"['City describe city', 'covenant note updates']","

•	

•	

The City of Kamloops Community Wildfire Protection Plan describes the city’s 
Wildland-Urban-Interface covenant, which stipulates that landowners must agree 
to wildfire mitigation measures before a building or subdivision permit will be 
issued, and also notes proposed updates to the covenant wording"
4359,WCEL_climate_change_FINAL,332.0,53.0,['change exacerbate risks'],"

Why look at emergency planning as part of climate change adaptation:

Climate change will both exacerbate existing risks to people and property and create 
new ones, and local emergency planning needs to be reviewed in light of a hazard risk 
and vulnerability analysis that takes into account climate change impacts in the region"
4361,WCEL_climate_change_FINAL,94.0,15.0,['City experience floods'],"

•	

The City of Grand Forks recently experienced two 1-in-100 year floods 
within five years"
4366,WCEL_climate_change_FINAL,479.0,70.0,['hazard identify risks'],"

PHOTO COURTESy PUBLIC 
SAFETy CANADA

55

PREPARING FOR CLIMATE CHANGE: An Implementation Guide for Local Governments in British Columbia •	

A 2009 hazard and risk analysis for the Regional District of Nanaimo identified 
long term risks related to water supply, increased incidence and severity of 
flooding due to increased precipitation and run-off, and potential compounding 
effects of greater storm surges due to sea level rise, high tides, and increased 
precipitation"
4367,WCEL_climate_change_FINAL,188.0,29.0,['patterns increase risk']," Changing weather patterns might also be increasing the risk of 
devastating ice storms similar to those previously experienced in Eastern Canada 
that cut off power supplied from the grid"
4397,WCEL_climate_change_FINAL,113.0,19.0,['Toronto identify stress']," 
After the heat wave of 2005, Toronto identified heat stress as a major climate change 
impact for its community"
4402,WCEL_climate_change_FINAL,234.0,33.0,"['teams view impacts', 'they understand concept']"," Emergency management teams have not traditionally viewed impacts 
as climate change-related and will likely require training to ensure they understand the 
concept and its implications, as well as new response mechanisms and planning"
4421,WCEL_climate_change_FINAL,314.0,47.0,['systems require generators'],"

•	

In Kamloops the Community Wildfire Protection Plan recommends that new 
municipal water systems supplying water to new developments in areas identified 
for wildfire hazard should require emergency generators for all pumps to ensure 
continuous water supply in the event of power loss during a wildfire event"
4444,WCEL_climate_change_FINAL,302.0,50.0,['George identify need'],"pdf

•	

The interaction of multiple climate events and other types of hazards needs to be assessed:

•	

•	

•	

•	

Prince George has identified a need to investigate the future impacts on river flood 
flows as a result of the pine beetle infestation, climate change and Nechako Reservoir 
regulation"
4468,WCEL_climate_change_FINAL,261.0,37.0,['Ministry address events'],"

•	

The District of Saanich climate change adaptation strategy proposes working 
with the Ministry of Health, the Capital Regional District and other municipalities 
to address extreme heat weather events through a health monitoring alert and 
response system"
4488,WCEL_climate_change_FINAL,199.0,27.0,['Planning provide opportunities']," Planning ahead will 
provide opportunities, for example, to identify investments that can enhance resiliency of 
infrastructure to climate change impacts and to identify co-benefits or costs savings"
4499,WCEL_climate_change_FINAL,170.0,26.0,['plan address needs']," Local governments should ensure that the financial plan adequately 
addresses the needs created by the climate change adaptation policies and actions set 
out in the OCP"
4500,WCEL_climate_change_FINAL,257.0,36.0,['City discuss possibility'],"

The City of Victoria has discussed the possibility of updating the procurement and 
tendering process for capital projects to consider climate change impacts and 
adaptation, and requiring an impact and adaptation assessment for internal capital 
projects"
4507,WCEL_climate_change_FINAL,225.0,29.0,['communities receive investment'],"

•	 While there may be little funding available specifically for climate change adaptation 
measures, most communities receive investment from both government and private 
sources for development and redevelopment activities"
4515,WCEL_climate_change_FINAL,183.0,26.0,"['pdf discuss possibility', 'pdf discuss possibilityCity discuss possibility', 'procurement consider change']","pdf

The City of Victoria 
has discussed the 
possibility of updating 
the procurement and 
tendering process 
for capital projects to 
consider climate change 
impacts and adaptation"
4521,WCEL_climate_change_FINAL,181.0,27.0,['change increase rate']," In many cases climate change will increase the rate of deterioration 
of existing infrastructure, and have an impact on infrastructure capacity, design and 
location for the future"
4535,WCEL_climate_change_FINAL,236.0,29.0,['communities receive investment'],"pdf

While there 
may be little 
funding available 
specifically for 
climate change 
adaptation 
measures, most 
communities receive 
investment from 
both government 
and private sources 
for development 
and redevelopment 
activities"
